species;genus;family;Order;class
Tovomita aequatoriensis;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita albiflora;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita amazonica;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita atropurpurea;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita auriculata;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita bahiensis;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita brevistaminea;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita calodictyos;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita caloneura;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita carinata;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita chachapoyasensis;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita choisyana;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita coriacea;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita eggersii;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita elliptica;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita fanshawei;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita foldatsii;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita glazioviana;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita gracilipes;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita grata;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita guianensis;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita krukovii;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita laurina;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita leucantha;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita mangle;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita martiana;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita micrantha;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita microcarpa;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita morii;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita obovata;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita obscura;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita parviflora;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita pyrifolia;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita rubella;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita schomburgkii;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita stergiosii;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita stylosa;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita tenuiflora;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita trojitana;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita umbellata;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomita weberbaueri;Tovomita;Clusiaceae;Malpighiales;Magnoliopsida
Tovomitopsis paniculata;Tovomitopsis;Clusiaceae;Malpighiales;Magnoliopsida
Tovomitopsis myrcioides;Tovomitopsis;Clusiaceae;Malpighiales;Magnoliopsida
Tovomitopsis guatemaltecana;Tovomitopsis;Clusiaceae;Malpighiales;Magnoliopsida
Dystovomita paniculata;Dystovomita;Clusiaceae;Malpighiales;Magnoliopsida
Dystovomita brasiliensis;Dystovomita;Clusiaceae;Malpighiales;Magnoliopsida
Dystovomita clusiifolia;Dystovomita;Clusiaceae;Malpighiales;Magnoliopsida
Thysanostemon fanshawei;Thysanostemon;Clusiaceae;Malpighiales;Magnoliopsida
Bonnetia katleeniae;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia stricta;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia sessilis;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia paniculata;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia steyermarkii;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia roraimae;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia tepuiensis;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia tristyla;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia bolivarensis;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia celiae;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia chimantensis;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia cordifolia;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia crassa;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia fasciculata;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia holostyla;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia jauaensis;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia lanceifolia;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia maguireorum;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia multinervia;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia ptariensis;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia rubicunda;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Bonnetia wurdackii;Bonnetia;Bonnetiaceae;Malpighiales;Magnoliopsida
Ploiarium alternifolium;Ploiarium;Bonnetiaceae;Malpighiales;Magnoliopsida
Archytaea triflora;Archytaea;Bonnetiaceae;Malpighiales;Magnoliopsida
Archytaea angustifolia;Archytaea;Bonnetiaceae;Malpighiales;Magnoliopsida
Mammea sessiliflora;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea usambarensis;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea americana;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea africana;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea odorata;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea angustifolia;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea bongo;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea eugenioides;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea glaucifolia;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea immansueta;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea novoguineensis;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea pseudoprotorhus;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea sanguinea;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Mammea yunnanensis;Mammea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea wrayi;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea rosea;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea racemosa;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea nervosa;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea manii;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea grandis;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea ferruginea;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea elegans;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea daphnifolia;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea paniculata;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea coriacea;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea stylosa;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Kayea kunstleri;Kayea;Calophyllaceae;Malpighiales;Magnoliopsida
Mesua assamica;Mesua;Calophyllaceae;Malpighiales;Magnoliopsida
Mesua ferrea;Mesua;Calophyllaceae;Malpighiales;Magnoliopsida
Mesua beccariana;Mesua;Calophyllaceae;Malpighiales;Magnoliopsida
Mesua macrophylla;Mesua;Calophyllaceae;Malpighiales;Magnoliopsida
Calophyllum suriga;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum hexapetalum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum thuriferum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum lonchophyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum ellipticum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum calaba;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum amblyphyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum teysmannii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum goniocarpum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum soulattri;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum vexans;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum leleanii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum membranaceum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum verticillatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum longifolium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum brasiliense;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum inophyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum lanigerum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum castaneum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum nubicola;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum tetrapterum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum dioscurii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rupicola;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum macrocarpum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum depressinervosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum recurvatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pulcherrimum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rubiginosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum roseocostatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum woodii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum venulosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum gracilipes;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum canum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum nodosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum obliquinervium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum blancoi;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum thwaitesii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum sclerophyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum apetalum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rigidum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rufigemmatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum tomentosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum polyanthum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum ferrugineum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum molle;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum dasypodium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum sil;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum acidus;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum acutiputamen;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum aerarium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum alboramulum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum andersonii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum angulare;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum archipelagi;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum ardens;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum articulatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum aurantiacum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum aureobrunnescens;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum aureum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum austroindicum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum balansae;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum banyengii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum bicolor;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum biflorum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum bifurcatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum brachyphyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum bracteatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum brassii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum calcicola;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum caledonicum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum carrii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum caudatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum celebicum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum cerasiferum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum ceriferum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum chapelieri;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum clemensorum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum collinum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum comorense;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum complanatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum confertum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum confusum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum cordato-oblongum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum coriaceum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum costatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum costulatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum cucullatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum cuneifolium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum dispar;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum dongnaiense;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum drouhardii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum dryobalanoides;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum echinatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum elegans;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum enervosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum eputamen;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum euryphyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum exiticostatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum fibrosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum flavoramulum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum fraseri;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum garcinioides;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum glaucescens;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum gracillimum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum grandiflorum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum griseum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum havilandii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum heterophyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum hirasimum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum hosei;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum humbertii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum incumbens;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum insularum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum lankaensis;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum laticostatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum laxiflorum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum leptocladum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum leucocarpum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum lingulatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum lowei;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum macrophyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum milvum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum moonii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum morobensis;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum mukunense;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum multitudinis;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum neoebudicum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum novoguineense;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum obscurum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum oliganthum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pachyphyllum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum paniculatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum papuanum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum parkeri;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum parviflorum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum parvifolium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pauciflorum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum peekelii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pelewense;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pentapetalum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum persimile;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pervillei;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum piluliferum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pinetorum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pisiferum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum poilanei;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum praetermissum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum pyriforme;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum recedens;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rigidulum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rivulare;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum robustum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rotundifolium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rufinerve;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum rugosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum sakarium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum savannarum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum scriblitifolium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum stipitatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum streimannii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum suberosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum subhorizontale;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum subsessile;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum sundaicum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum symingtonianum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum tacamahaca;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum thorelii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum trachycaule;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum trapezifolium;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum undulatum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum utile;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum vanoverberghii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum vergens;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum vernicosum;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum vitiense;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum waliense;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum walkeri;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Calophyllum whitfordii;Calophyllum;Clusiaceae;Malpighiales;Magnoliopsida
Clusiella cordifolia;Clusiella;Calophyllaceae;Malpighiales;Magnoliopsida
Clusiella axillaris;Clusiella;Calophyllaceae;Malpighiales;Magnoliopsida
Clusiella albiflora;Clusiella;Calophyllaceae;Malpighiales;Magnoliopsida
Clusiella amplexicaulis;Clusiella;Calophyllaceae;Malpighiales;Magnoliopsida
Clusiella macropetala;Clusiella;Calophyllaceae;Malpighiales;Magnoliopsida
Marila laxiflora;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila tomentosa;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila grandiflora;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila alternifolia;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila cespedesiana;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila domingensis;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila lactogena;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila macrophylla;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila magnifica;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila nitida;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila podantha;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila saramaccana;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Marila spiciformis;Marila;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera lathrophyton;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera petiolaris;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera coriacea;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera speciosa;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera excelsa;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera neglecta;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera rubriflora;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera albopunctata;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera divergens;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera gracilis;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera grandiflora;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera itacarensis;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera marauensis;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
Kielmeyera membranacea;Kielmeyera;Calophyllaceae;Malpighiales;Magnoliopsida
